"Month","Trtmt","OTU","baseMean","l2FC","SE","pvalue","Kingdom","Phylum","Class","Order","Family","Genus","Species","Total","padj","Minerals"
"87",2,"Ferrihydrite","41_1009",2.6848735485146,2.3686313317175,0.935223016577161,0.0113190541255529,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae",NA,NA,18848.5892299592,0.0541919098202839,"Minerals"
"88",2,"Ferrihydrite","71.2_109499",0.733558254712411,0.343864932154744,1.50056800046787,0.818747269988517,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae",NA,NA,18848.5892299592,0.885920033625346,"Minerals"
"89",2,"Ferrihydrite","65_13158",2.40852035571654,1.52094338121014,1.47433744945235,0.302254178421185,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae",NA,NA,18848.5892299592,0.46029557890285,"Minerals"
"90",2,"Ferrihydrite","38_7858",2.96139590824131,-0.54519129354519,1.10403018472692,0.621433877995939,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae",NA,NA,18848.5892299592,0.728218408581997,"Minerals"
"91",2,"Ferrihydrite","95_24578",1.33986365642305,-4.43806336128987,2.03223959277097,0.0289748301084124,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae",NA,NA,18848.5892299592,0.0939833236463121,"Minerals"
"92",2,"Ferrihydrite","97_1439054",0.621420399929087,1.07896552082549,1.63912963973715,0.510374194543015,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Sporocytophaga",NA,18848.5892299592,0.639913115669179,"Minerals"
"93",2,"Ferrihydrite","65_127287",6.70905459809594,4.66195099508736,0.871998041639391,8.97772710453682e-08,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Adhaeribacter",NA,18848.5892299592,2.61476301919635e-06,"Minerals"
"94",2,"Ferrihydrite","101_75755",1.35600914004589,-0.519254249973681,1.1403660064206,0.648864658130368,"Bacteria","Chlorobi","OPB56",NA,NA,NA,NA,18848.5892299592,0.750300076150748,"Minerals"
"95",2,"Ferrihydrite","91_69120",1.09926857807641,-2.12015488744409,1.49274700318683,0.15551912935568,"Bacteria","Chlorobi",NA,NA,NA,NA,NA,18848.5892299592,0.287586961427566,"Minerals"
"96",2,"Ferrihydrite","69_13311",0.770391023827065,-3.75931733512757,2.09125805313774,0.0722349693552095,"Bacteria","Chlorobi",NA,NA,NA,NA,NA,18848.5892299592,0.167412682677336,"Minerals"
"97",2,"Ferrihydrite","103_84338",1.06818411798342,-4.12062506905358,2.07966683936225,0.0475478781561259,"Bacteria","Chlorobi",NA,NA,NA,NA,NA,18848.5892299592,0.130337124827969,"Minerals"
"98",2,"Ferrihydrite","92_16783",1.32345365533202,-2.22091057122751,1.66168910330808,0.181373500332647,"Bacteria","Chlorobi",NA,NA,NA,NA,NA,18848.5892299592,0.321776844498782,"Minerals"
"99",2,"Ferrihydrite","91_8313",4.11614214221026,-2.28625523136607,1.06869010357767,0.0324108879861564,"Bacteria","Chlorobi",NA,NA,NA,NA,NA,18848.5892299592,0.0995833437464762,"Minerals"
"100",2,"Ferrihydrite","69_10216",0.959785564540047,3.60480921072024,1.65344660780937,0.0292442118074477,"Bacteria","FBP",NA,NA,NA,NA,NA,18848.5892299592,0.0943369775621287,"Minerals"
"101",2,"Ferrihydrite","22_67940",1.20076091682067,-3.66633419976997,2.26837221130279,0.10603287796967,"Bacteria","Chlamydiae","Chlamydiia","Chlamydiales",NA,NA,NA,18848.5892299592,0.21483183101681,"Minerals"
"102",2,"Ferrihydrite","23_2652",1.5673308051863,-1.03241999796293,1.22158335966794,0.398027633300169,"Bacteria","Chlamydiae","Chlamydiia","Chlamydiales",NA,NA,NA,18848.5892299592,0.547679755269327,"Minerals"
"103",2,"Ferrihydrite","93_31485",1.48177768626683,-2.00041323069237,1.51592243526348,0.186968165437454,"Bacteria","Chlamydiae","Chlamydiia","Chlamydiales",NA,NA,NA,18848.5892299592,0.32754573343554,"Minerals"
"104",2,"Ferrihydrite","58_6209",0.938485863950485,0.763239419805494,1.51230378937631,0.613778991760456,"Bacteria","Chlamydiae","Chlamydiia","Chlamydiales",NA,NA,NA,18848.5892299592,0.722001397026357,"Minerals"
"105",2,"Ferrihydrite","39_2006",2.07166471022851,2.37818484594292,2.24508366484912,0.289469721069431,"Bacteria","Chlamydiae","Chlamydiia","Chlamydiales",NA,NA,NA,18848.5892299592,0.448233443233428,"Minerals"
"106",2,"Ferrihydrite","21_1330",2.08601425375744,-0.0102967759700719,1.27732659015601,0.99356816834668,"Bacteria","Chlamydiae","Chlamydiia","Chlamydiales",NA,NA,NA,18848.5892299592,0.995122530783463,"Minerals"
"107",2,"Ferrihydrite","93_1916",1.18217311012726,-1.97243333580866,1.600015398427,0.217665703101128,"Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Parachlamydiaceae","Parachlamydia","acanthamoebae",18848.5892299592,0.368281515672436,"Minerals"
"108",2,"Ferrihydrite","53_45867",1.2232771470791,0.657577647505565,1.1364200508076,0.562832376428175,"Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Parachlamydiaceae","Candidatus Protochlamydia",NA,18848.5892299592,0.677142566477271,"Minerals"
