OTUId	2_12	2_9	2_6	2_3	Ferrihydrite	1_12	Heavy	1_9	Kaolinite	1_6	Quartz	1_3
58_1106;barcodelabel=Ferrihydrite	0	0	0	0	2	0	0	0	0	0	0	0
37_20677;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	2	0	0	0
71.2_121490;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	2	0	0	0
80_13888;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	2	0	0	0
39_1781;barcodelabel=Ferrihydrite	2	0	0	0	2	2	0	0	0	0	0	0
69.2_12068;barcodelabel=Ferrihydrite	0	0	0	0	2	0	0	0	0	0	0	0
53_232697;barcodelabel=Ferrihydrite	0	0	0	0	2	0	0	0	0	0	0	0
55_2019;barcodelabel=Ferrihydrite	0	0	0	0	2	0	0	0	0	0	0	0
OTU_310791;barcodelabel=2_9	0	2	0	0	0	0	0	0	0	0	0	0
55_11072;barcodelabel=Ferrihydrite	0	0	0	0	2	0	0	0	0	0	0	0
64_6631;barcodelabel=Ferrihydrite	0	0	0	0	2	0	0	0	0	0	0	0
38_3860;barcodelabel=Ferrihydrite	0	0	0	0	2	0	0	0	0	0	0	0
OTU_27333;barcodelabel=2_9	0	2	0	0	0	0	0	0	0	0	0	0
OTU_51937;barcodelabel=2_9	0	2	0	0	0	0	0	0	1	0	0	0
62_5505;barcodelabel=Ferrihydrite	0	0	0	0	2	0	0	0	0	0	0	0
OTU_289249;barcodelabel=1_12	0	0	0	0	0	2	0	0	0	0	0	0
69_14672;barcodelabel=Ferrihydrite	0	0	0	0	2	0	0	0	0	0	0	0
83_22352;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	2	0	0	0
OTU_35456;barcodelabel=2_9	0	2	0	0	0	0	0	0	0	0	0	0
19_15820;barcodelabel=Ferrihydrite	0	0	0	0	2	0	0	0	0	0	0	0
OTU_35836;barcodelabel=2_9	0	2	0	0	0	0	0	0	0	0	0	0
OTU_34573;barcodelabel=2_9	0	2	0	0	0	0	0	0	0	0	0	0
77_69104;barcodelabel=Ferrihydrite	0	0	0	0	2	0	0	0	0	0	0	0
52_29149;barcodelabel=Ferrihydrite	0	0	0	0	2	0	0	0	0	0	0	0
OTU_348835;barcodelabel=2_12	2	0	0	0	0	0	0	0	0	0	0	0
72.2_74792;barcodelabel=Ferrihydrite	0	0	0	0	2	0	0	0	0	0	0	0
71.2_14934;barcodelabel=Ferrihydrite	0	0	1	0	2	0	0	0	0	0	0	0
74.2_3363;barcodelabel=Ferrihydrite	0	0	0	0	2	0	0	0	0	0	0	0
74_4942;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	2	0	0	0
21_51127;barcodelabel=Heavy	0	0	0	0	0	1	2	0	0	0	0	0
59_3609;barcodelabel=Ferrihydrite	0	0	0	0	2	0	0	0	0	0	0	0
OTU_213367;barcodelabel=1_6	0	0	0	0	0	0	0	0	0	2	0	0
OTU_98474;barcodelabel=2_6	0	0	2	1	0	0	0	0	0	0	0	0
61_1522;barcodelabel=Ferrihydrite	0	0	0	0	2	0	0	1	0	0	0	0
OTU_209272;barcodelabel=1_6	0	0	0	0	0	0	0	0	0	2	0	0
OTU_230505;barcodelabel=2_12	2	0	0	0	0	0	0	0	0	0	0	0
OTU_40721;barcodelabel=1_12	0	0	0	0	2	1	0	0	0	0	0	0
67.2_5389;barcodelabel=Ferrihydrite	0	0	0	0	2	0	0	0	0	0	0	0
70_865;barcodelabel=Ferrihydrite	0	0	0	0	2	0	0	0	0	0	0	0
OTU_2240;barcodelabel=2_9	0	2	0	0	0	0	0	0	0	0	0	0
13_1814;barcodelabel=Ferrihydrite	0	0	0	0	2	0	0	0	0	0	0	0
OTU_2073;barcodelabel=1_12	0	0	0	0	0	2	0	0	0	0	0	0
61_2682;barcodelabel=Ferrihydrite	0	0	0	0	2	1	0	0	0	0	0	0
89_2508;barcodelabel=Ferrihydrite	0	0	0	0	2	0	0	0	0	0	0	0
74.2_519;barcodelabel=Heavy	0	0	0	0	0	0	2	0	0	0	0	0
OTU_265320;barcodelabel=1_6	0	0	0	0	0	0	0	0	0	3	0	0
39_20;barcodelabel=Ferrihydrite	0	0	0	0	2	0	0	0	0	0	0	0
OTU_243491;barcodelabel=1_9	0	0	0	0	0	0	0	2	0	0	0	0
OTU_72483;barcodelabel=1_12	0	0	0	0	0	2	0	0	0	0	0	0
76.2_211531;barcodelabel=Ferrihydrite	0	0	0	0	2	0	0	0	0	2	0	0
55_8000;barcodelabel=Ferrihydrite	0	0	0	0	2	0	0	0	0	0	0	0
67.2_10132;barcodelabel=Ferrihydrite	0	0	0	0	2	0	0	0	0	0	0	0
OTU_147545;barcodelabel=1_12	0	0	0	0	0	2	0	0	0	0	0	0
75.2_25586;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	2	0	0	0
OTU_4507;barcodelabel=2_6	0	0	2	1	0	0	0	0	0	0	0	0
OTU_119517;barcodelabel=2_6	0	0	2	0	0	0	0	0	0	0	0	0
OTU_53261;barcodelabel=1_12	0	0	0	0	0	2	0	0	0	0	0	0
OTU_4924;barcodelabel=2_12	2	0	0	0	0	0	0	0	0	0	0	0
OTU_185334;barcodelabel=2_3	0	0	0	2	0	0	0	0	0	0	0	0
77.2_20040;barcodelabel=Ferrihydrite	0	0	0	0	2	0	0	0	0	0	0	0
4_31071;barcodelabel=Ferrihydrite	0	0	0	0	2	0	0	0	0	0	0	0
OTU_72232;barcodelabel=1_12	0	0	0	0	0	2	0	0	0	0	0	0
OTU_76847;barcodelabel=2_12	2	0	0	2	0	1	0	0	0	0	0	0
73_109152;barcodelabel=Ferrihydrite	0	0	0	0	2	0	0	0	0	0	0	0
3_236966;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	2	0	0	0
OTU_1088;barcodelabel=2_9	0	2	0	0	0	0	0	0	0	0	0	0
51_70882;barcodelabel=Heavy	0	0	0	0	0	0	2	0	0	0	0	0
50_14556;barcodelabel=Ferrihydrite	0	0	0	0	2	0	0	0	0	0	0	0
OTU_286961;barcodelabel=2_6	0	0	2	1	0	0	0	0	0	0	0	0
OTU_36218;barcodelabel=1_12	0	0	0	0	0	2	0	0	0	0	0	0
41_2876;barcodelabel=Ferrihydrite	0	0	2	0	2	0	0	0	0	0	0	0
26_6814;barcodelabel=Ferrihydrite	0	0	0	0	2	0	0	0	0	0	0	0
61_49926;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	2	0	0	0
65_23744;barcodelabel=Ferrihydrite	0	1	0	0	2	0	0	0	0	0	0	0
OTU_35514;barcodelabel=1_12	0	0	0	0	0	2	0	0	1	0	0	0
58_15968;barcodelabel=Heavy	0	0	0	0	0	0	2	0	0	0	0	0
22_4336;barcodelabel=Heavy	0	0	0	0	0	0	2	0	0	0	0	0
OTU_212844;barcodelabel=2_12	2	0	0	0	0	0	0	0	0	0	0	0
OTU_100822;barcodelabel=2_9	0	3	0	0	0	0	0	0	0	0	0	0
OTU_210956;barcodelabel=1_12	0	0	0	0	0	2	0	0	0	0	0	0
91_30450;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	2	0	0	0
OTU_236264;barcodelabel=1_12	0	0	0	0	0	2	0	0	0	0	0	0
71_16156;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	2	0	0	0
21_55609;barcodelabel=Heavy	0	0	0	0	0	0	2	0	0	0	0	0
23_9548;barcodelabel=Kaolinite	0	0	0	2	0	0	0	0	1	0	0	0
70_6364;barcodelabel=Ferrihydrite	0	0	0	0	2	0	0	0	0	0	0	0
OTU_163120;barcodelabel=2_12	2	0	0	0	0	0	0	0	0	0	0	0
OTU_147245;barcodelabel=2_6	0	0	2	0	1	0	0	0	0	0	0	0
OTU_184723;barcodelabel=1_12	0	0	0	0	0	2	0	0	0	0	1	0
OTU_187469;barcodelabel=2_9	0	2	0	0	0	0	0	0	0	0	0	0
OTU_103486;barcodelabel=2_6	0	0	2	0	0	0	0	0	0	0	0	0
OTU_259893;barcodelabel=2_9	0	2	0	0	0	0	0	0	0	0	0	0
OTU_224240;barcodelabel=1_12	0	0	0	0	0	2	0	0	0	0	0	0
OTU_208542;barcodelabel=1_6	0	0	0	0	0	0	0	0	0	2	0	0
56_1002599;barcodelabel=Ferrihydrite	0	0	0	0	2	0	0	0	0	0	0	0
OTU_212073;barcodelabel=2_12	2	0	0	0	0	0	1	0	0	0	0	0
OTU_18471;barcodelabel=2_12	2	0	0	0	0	0	0	0	0	0	0	0
OTU_101823;barcodelabel=1_12	0	0	0	0	0	3	0	0	0	0	0	0
OTU_11966;barcodelabel=1_9	0	0	0	0	0	0	0	2	0	0	0	0
OTU_152830;barcodelabel=2_12	2	0	0	0	0	0	0	0	0	0	0	0
OTU_50879;barcodelabel=2_12	2	0	0	0	0	0	0	0	0	0	0	0
OTU_50474;barcodelabel=1_12	0	0	0	0	0	2	0	0	0	0	0	0
OTU_54899;barcodelabel=1_12	0	0	0	0	0	2	0	0	0	0	0	0
OTU_56618;barcodelabel=1_9	0	0	0	0	0	0	0	2	0	0	0	0
OTU_55725;barcodelabel=2_12	2	0	0	0	0	0	0	0	0	0	0	0
OTU_4680;barcodelabel=2_12	2	0	0	0	0	0	0	0	0	0	0	0
74.2_26633;barcodelabel=Ferrihydrite	0	0	0	0	2	0	0	0	0	0	0	0
OTU_48962;barcodelabel=2_12	2	0	0	0	0	0	0	0	0	0	0	0
OTU_81750;barcodelabel=1_9	0	0	0	0	0	0	0	2	0	0	0	0
79_241;barcodelabel=Ferrihydrite	0	0	0	0	2	0	0	0	0	0	0	0
75_324964;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	2	0	0	0
OTU_62100;barcodelabel=2_12	2	0	0	0	0	0	0	0	0	0	0	0
OTU_3767;barcodelabel=1_12	0	0	0	0	0	2	0	0	0	0	0	0
OTU_37623;barcodelabel=2_9	0	2	0	0	0	0	0	0	0	0	0	0
OTU_35358;barcodelabel=1_12	0	0	0	0	0	2	0	0	0	0	0	0
OTU_365319;barcodelabel=2_12	2	0	0	0	0	0	0	0	0	0	0	0
64_8342;barcodelabel=Ferrihydrite	0	0	0	0	2	0	0	0	0	0	0	0
67.2_2456;barcodelabel=Heavy	0	0	0	0	0	0	2	0	0	0	0	0
38_6840;barcodelabel=Heavy	0	0	0	0	0	0	2	0	0	0	0	0
28_785;barcodelabel=Ferrihydrite	0	0	0	0	2	0	0	0	0	0	0	0
52_12417;barcodelabel=Ferrihydrite	0	2	0	0	2	0	0	0	0	0	0	0
65_16235;barcodelabel=Ferrihydrite	0	0	0	0	2	0	0	0	0	0	0	0
15_66648;barcodelabel=Ferrihydrite	0	0	0	0	2	0	0	0	0	0	0	0
OTU_58687;barcodelabel=2_6	0	0	2	0	0	0	0	0	0	0	0	0
OTU_53089;barcodelabel=1_12	0	0	0	0	0	2	0	0	0	0	0	0
OTU_55414;barcodelabel=2_12	2	0	0	0	0	0	0	0	1	0	0	0
58_28377;barcodelabel=Heavy	0	0	0	0	0	0	2	0	0	0	0	0
58_3595;barcodelabel=Ferrihydrite	0	0	0	0	2	0	0	0	0	0	0	0
69.2_1826;barcodelabel=Ferrihydrite	0	0	0	0	2	0	0	0	0	0	0	0
67_57;barcodelabel=Ferrihydrite	0	0	0	0	2	0	0	2	0	1	0	0
OTU_93763;barcodelabel=1_12	0	0	0	0	0	2	0	0	0	0	1	0
OTU_86872;barcodelabel=2_12	2	0	0	0	0	0	0	0	0	0	0	0
10_6031;barcodelabel=Ferrihydrite	0	0	0	0	2	0	0	0	0	0	0	0
59_1634;barcodelabel=Ferrihydrite	0	0	0	0	2	0	0	0	0	0	0	0
67.2_62;barcodelabel=Ferrihydrite	0	0	0	0	2	0	0	0	0	0	0	0
67_819;barcodelabel=Ferrihydrite	0	0	0	0	2	0	0	0	0	0	0	0
28_1362;barcodelabel=Ferrihydrite	0	0	0	0	2	0	0	0	0	0	0	0
OTU_33608;barcodelabel=2_3	0	0	0	2	0	0	0	0	0	0	0	0
72_29173;barcodelabel=Ferrihydrite	0	0	0	0	2	0	0	0	0	0	0	0
30_40162;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	2	0	0	0
OTU_36754;barcodelabel=1_12	0	0	0	0	0	2	0	0	0	0	0	0
OTU_34342;barcodelabel=1_12	0	0	0	0	0	2	0	0	1	0	0	0
47_457099;barcodelabel=Ferrihydrite	0	0	0	0	2	0	0	0	0	0	0	0
OTU_22096;barcodelabel=2_12	2	0	0	0	0	0	0	0	0	0	0	0
38_182063;barcodelabel=Ferrihydrite	0	0	0	0	2	0	0	1	0	0	0	0
23_88397;barcodelabel=Ferrihydrite	0	0	0	0	2	0	0	0	0	0	0	0
22_71955;barcodelabel=Ferrihydrite	0	0	0	0	2	0	0	0	0	0	0	0
39_3976;barcodelabel=Ferrihydrite	0	0	0	0	2	0	0	0	0	0	0	0
19_88143;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	2	0	0	0
OTU_43652;barcodelabel=2_9	0	2	0	0	1	0	0	0	0	0	0	0
41_75280;barcodelabel=Ferrihydrite	0	1	0	0	2	0	0	0	0	0	0	0
3_67070;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	2	0	0	0
72.2_6578;barcodelabel=Ferrihydrite	0	0	0	0	2	0	0	0	0	0	0	0
71.2_31465;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	2	0	0	0
OTU_38;barcodelabel=2_9	0	2	0	0	0	0	0	0	0	0	0	0
OTU_39720;barcodelabel=2_9	0	2	0	0	0	0	0	0	0	0	0	0
OTU_368196;barcodelabel=2_9	0	2	0	0	0	0	0	0	0	0	0	0
OTU_37983;barcodelabel=1_12	0	0	0	0	0	2	0	0	0	0	0	0
OTU_41823;barcodelabel=2_12	2	0	0	0	0	0	0	0	0	0	0	0
68.2_103071;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	2	0	0	0
15_29491;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	2	0	0	0
71_405;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	2	0	0	0
26_9582;barcodelabel=Ferrihydrite	0	0	0	0	2	0	0	0	0	0	0	0
59_936;barcodelabel=Ferrihydrite	0	0	0	0	2	0	0	0	0	0	0	0
73.2_4111;barcodelabel=Ferrihydrite	0	0	0	0	2	0	0	0	0	0	0	0
61_7674;barcodelabel=Ferrihydrite	0	0	0	0	2	0	0	0	0	0	0	0
19_4810;barcodelabel=Ferrihydrite	0	0	0	0	2	0	0	0	0	0	0	0
24_8216;barcodelabel=Ferrihydrite	0	0	0	0	2	0	0	0	0	0	0	0
76_12407;barcodelabel=Ferrihydrite	0	0	0	0	2	0	0	1	0	0	0	0
62_892;barcodelabel=Ferrihydrite	1	0	0	0	2	0	0	0	0	0	0	0
70_320;barcodelabel=Ferrihydrite	0	0	0	0	2	0	0	0	0	0	0	0
4_7334;barcodelabel=Ferrihydrite	0	0	0	0	2	0	0	0	0	0	0	0
OTU_202299;barcodelabel=1_9	0	0	0	1	0	0	0	1	0	0	0	0
OTU_48276;barcodelabel=2_6	0	0	1	0	0	0	0	0	0	0	0	0
OTU_46318;barcodelabel=1_9	0	0	0	0	0	0	0	1	0	0	0	0
OTU_47483;barcodelabel=2_12	1	0	0	0	0	0	0	0	0	0	0	0
OTU_46938;barcodelabel=2_12	1	0	0	0	0	0	0	0	0	0	0	0
OTU_48957;barcodelabel=2_12	1	0	0	0	0	0	0	0	0	0	0	0
OTU_48579;barcodelabel=2_9	0	1	0	0	0	0	0	0	0	0	0	0
49_92535;barcodelabel=Quartz	0	0	0	0	0	0	0	0	0	0	1	0
75_10608;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
OTU_44902;barcodelabel=2_12	1	0	0	0	0	0	0	0	0	0	0	0
38_74174;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
73_15500;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
OTU_42468;barcodelabel=2_9	0	1	0	0	0	0	0	0	0	0	0	0
OTU_41877;barcodelabel=2_12	1	0	0	0	1	0	0	0	0	0	0	0
OTU_45268;barcodelabel=2_9	0	1	0	0	0	0	0	0	0	0	0	0
OTU_45246;barcodelabel=2_6	0	0	1	0	0	0	0	0	0	0	0	0
OTU_46255;barcodelabel=2_9	0	1	0	0	0	0	0	0	0	0	0	0
70_251658;barcodelabel=Ferrihydrite	0	0	0	0	1	0	0	1	0	0	0	0
71_162864;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
OTU_2095;barcodelabel=2_9	0	1	0	0	0	0	0	0	0	0	0	0
OTU_4506;barcodelabel=2_3	0	0	0	1	0	0	0	0	0	0	0	0
39_212135;barcodelabel=Ferrihydrite	0	0	0	0	1	0	0	0	0	0	0	0
OTU_64511;barcodelabel=1_12	0	0	0	0	1	1	0	0	0	0	0	0
3_26054;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
OTU_159143;barcodelabel=1_12	0	0	0	0	0	1	0	0	0	0	0	0
72_44141;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
73.2_246598;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
OTU_64706;barcodelabel=1_9	0	0	0	0	1	0	0	1	0	0	0	0
73_27956;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
OTU_186801;barcodelabel=2_12	1	0	0	0	1	0	0	0	0	0	0	0
75_119287;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
67.2_22346;barcodelabel=Ferrihydrite	0	0	0	0	1	0	0	0	0	0	0	0
OTU_52172;barcodelabel=2_6	0	0	1	0	0	0	0	0	0	0	0	0
OTU_51451;barcodelabel=2_6	0	0	1	0	0	0	0	0	0	0	0	0
58_98696;barcodelabel=Quartz	0	0	0	0	0	0	0	0	0	0	1	0
OTU_183566;barcodelabel=1_9	0	0	0	0	0	0	0	1	0	0	0	0
76.2_67899;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
71.2_72287;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
OTU_6059;barcodelabel=2_12	1	0	0	0	0	0	0	0	0	0	0	0
OTU_180919;barcodelabel=1_12	0	0	0	0	0	1	0	0	0	0	0	0
3_30191;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
43_12491;barcodelabel=Ferrihydrite	0	0	0	0	1	0	0	0	0	0	0	0
OTU_3147;barcodelabel=1_12	0	0	0	0	0	1	0	0	0	0	0	0
OTU_323233;barcodelabel=2_3	0	0	0	1	0	0	0	0	0	0	0	0
OTU_32150;barcodelabel=1_9	0	0	0	0	1	0	0	1	0	0	0	0
OTU_2693;barcodelabel=2_6	0	0	1	0	0	0	1	0	0	0	0	0
OTU_25979;barcodelabel=2_3	0	0	0	1	0	0	0	0	0	0	0	0
OTU_329306;barcodelabel=1_12	0	0	0	0	0	1	0	0	0	0	0	0
OTU_33456;barcodelabel=2_3	0	0	0	1	0	0	0	0	0	0	0	0
OTU_32753;barcodelabel=1_12	0	0	0	0	0	1	0	0	0	0	0	0
OTU_295382;barcodelabel=2_3	0	0	0	1	0	0	0	0	0	0	0	0
OTU_237636;barcodelabel=2_3	0	0	0	1	0	0	0	0	0	0	0	0
70_207600;barcodelabel=Ferrihydrite	0	0	0	0	1	0	0	0	0	0	0	0
3_251974;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
73_176134;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
OTU_310116;barcodelabel=1_9	0	0	0	0	0	0	0	1	0	0	0	0
72.2_92861;barcodelabel=Ferrihydrite	0	0	0	0	1	0	0	0	0	0	0	0
OTU_276025;barcodelabel=1_12	0	0	0	0	0	1	0	0	0	0	0	0
OTU_275610;barcodelabel=2_3	0	0	0	1	0	0	0	0	0	0	0	0
OTU_2888;barcodelabel=1_12	0	0	0	0	0	1	0	0	0	0	0	0
OTU_276603;barcodelabel=1_6	0	0	0	0	0	0	0	0	0	1	0	0
OTU_285166;barcodelabel=2_12	1	0	0	0	0	0	0	0	0	0	0	0
58_93423;barcodelabel=Ferrihydrite	0	0	0	0	1	0	0	0	0	0	0	0
OTU_2846;barcodelabel=2_9	0	1	0	0	0	0	0	0	0	0	0	0
OTU_265962;barcodelabel=1_6	0	0	0	0	0	0	1	0	0	1	0	0
73_161555;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
70_86190;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
OTU_37482;barcodelabel=2_9	0	1	0	0	0	0	0	0	0	0	0	0
71_103379;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
OTU_383163;barcodelabel=1_3	0	0	0	0	0	0	0	0	0	0	0	1
77_14565;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
71_293634;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
76_72907;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
OTU_41355;barcodelabel=1_6	0	0	0	0	0	0	0	0	0	1	0	0
73_193028;barcodelabel=Quartz	0	0	0	0	0	0	0	0	0	0	1	0
OTU_41369;barcodelabel=1_3	0	0	0	0	0	0	0	0	0	0	0	1
OTU_41683;barcodelabel=2_9	0	1	0	0	0	0	0	0	0	0	0	0
96_288303;barcodelabel=Ferrihydrite	0	0	0	0	1	0	0	0	0	0	0	0
75.2_52277;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
OTU_403630;barcodelabel=2_6	0	0	1	0	0	0	0	0	0	0	0	0
OTU_403719;barcodelabel=2_6	0	0	1	0	0	0	0	0	0	0	0	0
75.2_108984;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
OTU_34244;barcodelabel=2_12	1	0	0	0	0	0	0	0	0	0	0	0
75_197808;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
71_128142;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
OTU_34848;barcodelabel=1_12	0	0	0	0	1	1	0	0	0	0	0	0
52_160311;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
OTU_33769;barcodelabel=2_9	0	1	0	0	0	0	0	0	0	0	0	0
51_50972;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
72.2_15473;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
OTU_24948;barcodelabel=1_12	0	0	0	0	0	1	0	0	0	0	0	0
71_17846;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
OTU_362270;barcodelabel=1_3	0	0	0	0	0	0	0	0	0	0	0	1
OTU_362976;barcodelabel=2_12	1	0	0	0	0	1	0	0	0	0	0	0
OTU_35300;barcodelabel=1_12	0	0	0	0	0	1	0	0	0	0	0	0
OTU_35059;barcodelabel=1_12	0	0	0	0	0	1	0	0	0	0	0	0
OTU_35938;barcodelabel=1_9	0	0	0	0	1	0	0	1	0	0	0	0
OTU_35860;barcodelabel=2_9	0	1	0	0	1	0	0	0	0	0	0	0
73_395905;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
75.2_321837;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
75_1172289;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
75_143185;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
73.2_37847;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
75_95914;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
75_191220;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
68.2_14367;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
38_275433;barcodelabel=Heavy	0	0	0	0	0	0	1	0	0	0	0	0
71.2_43695;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
75.2_528642;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
68.2_235473;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
68.2_241586;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
75.2_197765;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
75_369174;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
71_9830;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
76_554453;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
71.2_165390;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
71.2_761654;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
68.2_19900;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
73_519187;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
71_225847;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
75_712821;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
68.2_718422;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
68.2_565982;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
OTU_99316;barcodelabel=1_12	0	0	0	0	0	1	0	0	0	0	0	0
75_875488;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
OTU_98430;barcodelabel=1_12	0	0	0	0	0	1	0	0	0	0	0	0
28_1055102;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
73.2_21288;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
95_35697;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
76.2_158660;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
21_89236;barcodelabel=Heavy	0	0	0	0	0	0	1	0	0	0	0	0
76.2_113305;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
71.2_53731;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
75.2_518625;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
75_290764;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
75.2_1142344;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
11_17776;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
68_797477;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
73_316955;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
68.2_601200;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
62_209986;barcodelabel=Ferrihydrite	0	0	0	0	1	0	0	0	0	0	0	0
42_183175;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
73_641354;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
3_138028;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
75_217005;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
21_115884;barcodelabel=Heavy	0	0	0	0	0	0	1	0	0	0	0	0
75.2_490359;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
75_50629;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
75_73806;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
69.2_478;barcodelabel=Ferrihydrite	0	0	0	0	1	0	0	0	0	0	0	0
