OTUId	2_12	2_9	2_6	2_3	Ferrihydrite	1_12	Heavy	1_9	Kaolinite	1_6	Quartz	1_3
75.2_284457;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
75_293144;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
50_306300;barcodelabel=Quartz	0	0	0	0	0	0	0	0	0	0	1	0
73_431863;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
OTU_99888;barcodelabel=2_3	0	0	0	1	0	0	0	0	0	0	0	0
76.2_20980;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
77_626132;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
71_252486;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
73_442648;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
68_97975;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
75.2_361801;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
75.2_323610;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
77_446759;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
68.2_725048;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
71_733638;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
75.2_320771;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
75.2_997701;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
72.2_33776;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
75_395452;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
37_345604;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
72_404910;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
72.2_556235;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
75.2_166870;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
76.2_118284;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
30_98027;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
42_216492;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
75.2_773350;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
68.2_1093510;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
75.2_9488;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
71_32311;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
71.2_416316;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
OTU_80839;barcodelabel=1_12	0	0	0	0	0	1	1	0	0	0	0	0
OTU_80470;barcodelabel=2_6	0	0	1	0	0	0	0	0	0	0	0	0
OTU_113810;barcodelabel=1_12	0	0	0	0	0	1	0	0	0	0	0	0
75_15580;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
71_242557;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
75_278736;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
68.2_255496;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
77_1126246;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
39_188943;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
19_191776;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
75_443257;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
71_633444;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
37_164229;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
1_39552;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
OTU_146156;barcodelabel=1_3	0	0	0	0	0	0	0	0	0	0	0	1
73.2_84173;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
89_218136;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
OTU_144629;barcodelabel=2_9	0	1	0	0	0	0	0	0	0	0	0	0
71.2_622637;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
75_51177;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
OTU_149824;barcodelabel=2_3	0	0	0	1	0	0	0	0	0	0	0	0
OTU_13393;barcodelabel=1_6	0	0	0	0	0	0	0	0	0	1	0	0
71.2_98428;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
OTU_114214;barcodelabel=2_3	0	0	0	1	0	0	0	0	0	0	0	0
OTU_129177;barcodelabel=2_9	0	1	0	0	0	0	0	0	0	0	0	0
71_139353;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
64_132061;barcodelabel=Ferrihydrite	0	0	0	0	1	0	0	0	0	0	0	0
OTU_7535;barcodelabel=1_12	0	0	0	0	0	1	0	0	0	0	0	0
75.2_269524;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
75_159453;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
68.2_454702;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
75_860490;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
73.2_618032;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
68.2_273319;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
68.2_168883;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
71_191451;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
62_355856;barcodelabel=Heavy	0	0	0	0	0	0	1	0	0	0	0	0
75.2_437714;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
65_118407;barcodelabel=Ferrihydrite	0	0	0	0	1	0	0	0	0	0	0	0
75.2_930820;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
75_978257;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
37_698332;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
75.2_671539;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
39_1015840;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
75.2_765700;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
68.2_928910;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
71_756069;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
21_779942;barcodelabel=Heavy	0	0	0	0	0	0	1	0	0	0	0	0
68_151870;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
71_1110045;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
39_75465;barcodelabel=Ferrihydrite	0	0	0	0	1	0	0	0	0	0	0	0
71_1331543;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
72_140348;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
72.2_106606;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
68_1019062;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
44_104064;barcodelabel=Ferrihydrite	0	0	0	0	1	0	0	0	0	0	0	0
71_1029692;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
96_68863;barcodelabel=Heavy	0	0	0	0	0	0	1	0	0	0	0	0
3_436907;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
73_43189;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
3_121314;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
76.2_390190;barcodelabel=Ferrihydrite	0	0	0	0	1	0	0	0	0	0	0	0
68.2_1433051;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
75_1332948;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
74_515959;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
75.2_1505064;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
9_532557;barcodelabel=Quartz	0	0	0	0	0	0	0	0	0	0	1	0
75_353816;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
68.2_370111;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
10_658514;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
75.2_244733;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
OTU_94638;barcodelabel=1_3	0	0	0	0	0	0	0	0	0	0	0	1
67_24009;barcodelabel=Quartz	0	0	0	0	0	0	0	0	0	0	1	0
4_722295;barcodelabel=Ferrihydrite	0	0	0	0	1	0	0	0	0	0	0	0
83_279031;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
69.2_1165;barcodelabel=Ferrihydrite	0	0	0	0	1	0	0	0	0	0	0	0
OTU_81577;barcodelabel=2_3	0	0	0	1	0	0	0	0	0	0	0	0
75_514591;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
OTU_79225;barcodelabel=2_3	0	0	0	1	0	0	0	0	0	0	0	0
75_32934;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
19_298518;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
77_18112;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
71_142466;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
61_2832;barcodelabel=Heavy	0	0	0	0	0	0	1	0	0	0	0	0
19_889;barcodelabel=Ferrihydrite	0	0	0	0	1	0	0	0	0	0	0	0
68.2_112149;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
43_12250;barcodelabel=Kaolinite	0	0	2	0	0	0	0	1	1	0	0	0
75.2_430982;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
96_170826;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
69_22846;barcodelabel=Quartz	0	0	0	0	0	0	0	0	0	0	1	0
64_380;barcodelabel=Ferrihydrite	0	0	0	0	1	0	0	0	0	0	0	0
65_10758;barcodelabel=Ferrihydrite	0	0	0	0	1	0	0	0	0	0	0	0
75.2_124508;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
74_12375;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
58_61994;barcodelabel=Heavy	0	0	0	0	0	0	1	1	0	0	0	0
75_57368;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
73_54857;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
75.2_34822;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
75_48730;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
68.2_509968;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
65_127287;barcodelabel=Ferrihydrite	0	0	0	0	1	0	0	0	0	0	0	0
73_10438;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
75_278880;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
75_175058;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
72_301289;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
77_2913;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
76.2_6520;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
67_725497;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
75_578645;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
OTU_50654;barcodelabel=1_12	0	0	0	0	0	1	0	0	0	0	0	0
7_57520;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
OTU_56757;barcodelabel=2_9	0	1	0	0	0	0	0	0	0	0	0	0
75_61277;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
75_275866;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
72_331264;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
75_562662;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
OTU_63492;barcodelabel=1_12	0	0	0	0	0	1	0	0	0	0	0	0
71.2_425467;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
75_448744;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
OTU_73121;barcodelabel=2_12	1	0	0	0	0	0	0	0	0	0	0	0
73_116248;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
73_461783;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
68.2_524851;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
76_16064;barcodelabel=Ferrihydrite	0	0	0	0	1	0	0	0	0	0	0	0
5_9537;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
75_529733;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
58_477809;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
75_496833;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
72.2_112350;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
69_2710;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
3_73;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
75_523783;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
76_394379;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
OTU_67955;barcodelabel=1_12	0	0	0	0	0	1	0	0	0	0	0	0
72_359344;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
71.2_4512;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
75_169102;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
65_34951;barcodelabel=Ferrihydrite	0	0	0	0	1	0	0	0	0	0	0	0
67_5616;barcodelabel=Ferrihydrite	0	0	0	0	1	0	0	0	0	0	0	0
64_204279;barcodelabel=Ferrihydrite	0	0	0	0	1	0	0	0	0	0	0	0
64_17823;barcodelabel=Quartz	0	0	0	0	0	0	0	0	0	0	1	0
83_10484;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
62_12625;barcodelabel=Ferrihydrite	0	0	0	0	1	0	0	0	0	0	0	0
49_7951;barcodelabel=Quartz	0	0	0	0	0	0	0	0	0	0	1	0
22_8148;barcodelabel=Heavy	0	0	0	0	0	0	1	0	0	0	0	0
71.2_6394;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
73_9452;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
68_88390;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
3_30923;barcodelabel=Heavy	0	0	0	0	0	0	1	0	0	0	0	0
23_874;barcodelabel=Heavy	0	0	0	0	0	0	1	0	0	0	0	0
104_3722;barcodelabel=Ferrihydrite	0	0	0	0	1	0	0	0	0	0	0	0
73.2_154955;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
1_1999;barcodelabel=Ferrihydrite	0	0	0	0	1	0	0	0	0	0	0	0
59_41840;barcodelabel=Ferrihydrite	0	0	0	0	1	0	0	0	0	0	0	0
1_21395;barcodelabel=Ferrihydrite	0	0	0	0	1	0	0	0	0	0	0	0
28_8472;barcodelabel=Ferrihydrite	0	0	0	0	1	0	0	0	0	0	0	0
52_61813;barcodelabel=Ferrihydrite	0	0	0	0	1	0	0	0	0	0	0	0
96_8921;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
23_273705;barcodelabel=Heavy	0	0	0	0	0	0	1	0	0	0	0	0
7_9276;barcodelabel=Ferrihydrite	0	0	0	0	1	0	0	0	0	0	0	0
1_2962;barcodelabel=Ferrihydrite	0	0	0	0	1	0	0	0	0	0	0	0
21_22966;barcodelabel=Heavy	0	0	0	0	0	0	1	0	0	0	0	0
106_38912;barcodelabel=Ferrihydrite	0	0	0	0	1	0	0	0	0	0	0	0
76_5201;barcodelabel=Heavy	0	0	0	0	0	0	1	0	0	0	0	0
59_9704;barcodelabel=Quartz	0	0	0	0	0	0	0	0	0	0	1	0
38_6766;barcodelabel=Ferrihydrite	0	0	0	0	1	0	0	0	0	0	0	0
68.2_465778;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
67.2_7928;barcodelabel=Ferrihydrite	0	0	0	0	1	0	0	0	0	0	0	0
73_210971;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
76_8813;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
75_741049;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
50_576;barcodelabel=Ferrihydrite	0	0	0	0	1	0	0	0	0	0	0	0
72_4979;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
11_44713;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
44_281582;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
72.2_8442;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
77_403266;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
76.2_3889;barcodelabel=Ferrihydrite	0	0	0	0	1	0	0	0	0	0	0	0
75.2_408177;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
103_129340;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
76_8709;barcodelabel=Heavy	0	0	0	0	0	0	1	0	0	0	0	0
75.2_46505;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
1_6416;barcodelabel=Ferrihydrite	0	0	0	0	1	0	0	0	0	0	0	0
75_243929;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
3_9666;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
73.2_1232048;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
73_420182;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
71.2_1111;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
1_5693;barcodelabel=Ferrihydrite	0	0	0	0	1	0	0	0	0	0	0	0
71.2_162826;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
39_11368;barcodelabel=Ferrihydrite	0	0	0	0	1	0	0	0	0	0	0	0
73.2_5459;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
80_20641;barcodelabel=Ferrihydrite	0	0	0	0	1	0	0	0	0	0	0	0
74_3486;barcodelabel=Ferrihydrite	0	0	0	0	1	0	0	0	0	0	0	0
77_3683;barcodelabel=Ferrihydrite	0	0	0	0	1	0	0	0	0	0	0	0
21_16177;barcodelabel=Heavy	0	0	0	0	0	0	1	0	0	0	0	0
62_4605;barcodelabel=Ferrihydrite	0	0	0	0	1	0	0	0	0	0	0	0
75_62524;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
79_13070;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
75_713048;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
75.2_686477;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
26_3460;barcodelabel=Heavy	0	0	0	0	0	0	1	0	0	0	0	0
75.2_182217;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
4_3846;barcodelabel=Ferrihydrite	0	0	0	0	1	0	0	0	0	0	0	0
70.2_12720;barcodelabel=Ferrihydrite	0	0	0	0	1	0	0	0	0	0	0	0
11_726260;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
23_10369;barcodelabel=Heavy	0	0	1	0	0	0	1	0	0	0	0	0
62_4293;barcodelabel=Ferrihydrite	0	0	0	0	1	0	0	0	0	1	0	0
71.2_149844;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
73_32895;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
3_77777;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
70.2_104981;barcodelabel=Ferrihydrite	0	0	0	0	1	0	0	0	0	0	0	0
64_25466;barcodelabel=Ferrihydrite	0	0	0	0	1	0	0	0	0	0	0	0
43_31349;barcodelabel=Ferrihydrite	0	0	0	0	1	0	0	0	0	0	0	0
103_19638;barcodelabel=Ferrihydrite	0	0	0	0	1	0	0	0	0	0	0	0
OTU_147106;barcodelabel=2_9	0	1	0	0	0	0	0	0	0	0	0	0
OTU_1324;barcodelabel=2_6	0	0	1	0	0	0	0	0	0	0	0	0
74_176422;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
OTU_13960;barcodelabel=2_3	0	0	0	1	0	0	0	0	0	0	0	0
OTU_135331;barcodelabel=2_3	0	0	0	1	0	0	0	0	0	0	0	0
OTU_120210;barcodelabel=1_12	0	0	0	0	0	1	0	0	0	0	0	0
89_63300;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
68_25208;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
OTU_0;barcodelabel=2_12	1	0	0	0	0	0	0	0	0	0	0	0
71.2_92956;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
72.2_684336;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
OTU_36009;barcodelabel=2_6	0	0	1	0	0	0	0	0	0	0	0	0
71_402290;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
13_20898;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
68_734400;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
72.2_242836;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
58_6281;barcodelabel=Heavy	0	0	0	0	0	0	1	0	0	0	0	0
67_37049;barcodelabel=Ferrihydrite	0	1	0	0	1	0	0	0	0	0	0	0
OTU_115949;barcodelabel=1_12	0	0	0	0	0	1	0	0	0	0	0	0
4_50622;barcodelabel=Quartz	0	0	0	0	0	0	0	0	0	0	1	0
76.2_77586;barcodelabel=Heavy	0	0	0	0	0	0	1	0	0	0	0	0
OTU_214181;barcodelabel=1_12	0	0	0	0	0	1	0	0	0	0	0	0
OTU_2202;barcodelabel=2_12	1	0	0	0	0	0	0	0	0	0	0	0
71.2_15301;barcodelabel=Quartz	0	0	0	0	0	0	0	0	0	0	1	0
71_42006;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
93_132311;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
71_56705;barcodelabel=Quartz	0	0	0	0	0	0	0	0	0	0	1	0
OTU_23045;barcodelabel=1_6	0	0	0	0	0	0	0	0	0	1	0	0
21_56463;barcodelabel=Heavy	0	0	0	0	0	0	1	0	0	0	0	0
OTU_228722;barcodelabel=2_9	0	1	0	0	0	0	0	0	0	0	0	0
75.2_362941;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
OTU_327845;barcodelabel=1_9	0	0	0	0	0	0	0	1	0	0	0	0
OTU_3275;barcodelabel=1_6	0	0	0	0	0	0	0	0	0	1	0	0
OTU_33443;barcodelabel=2_9	0	1	0	0	0	0	1	0	0	0	0	0
75.2_628654;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
43_16901;barcodelabel=Heavy	0	0	0	0	0	0	1	0	0	0	0	0
21_89298;barcodelabel=Heavy	0	0	0	0	0	0	1	0	0	0	0	0
68.2_44496;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
75_102781;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
OTU_158323;barcodelabel=2_6	0	0	1	0	0	0	0	0	0	1	0	0
4_3153;barcodelabel=Ferrihydrite	0	0	0	0	1	0	0	0	0	0	0	0
OTU_170602;barcodelabel=2_3	0	0	0	1	0	0	0	0	0	0	0	0
23_11805;barcodelabel=Heavy	0	0	0	0	0	1	1	0	0	0	0	0
OTU_202597;barcodelabel=2_12	1	0	0	0	0	0	0	0	0	0	0	0
OTU_200020;barcodelabel=1_12	0	0	0	0	0	1	0	0	0	0	0	0
OTU_34239;barcodelabel=2_12	1	0	0	0	0	0	0	0	0	0	0	0
41_222105;barcodelabel=Ferrihydrite	0	0	0	0	1	0	0	0	0	0	0	0
OTU_176857;barcodelabel=2_6	0	0	1	0	0	0	0	0	0	0	0	0
OTU_43722;barcodelabel=1_3	0	0	0	0	0	0	0	0	0	0	0	1
4_89333;barcodelabel=Quartz	0	0	0	0	0	0	0	0	0	0	1	0
75_228047;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
68.2_1551;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
75_779652;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
71_175504;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
68.2_10024;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
68.2_121427;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
OTU_42725;barcodelabel=1_12	0	0	0	0	0	1	0	0	0	0	0	0
75_317369;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
OTU_42575;barcodelabel=2_3	0	0	0	2	0	0	0	0	0	0	0	0
74_10586;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
68.2_723711;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
71_46159;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
68.2_1323071;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
64_1321;barcodelabel=Ferrihydrite	0	0	0	0	1	0	0	0	0	0	0	0
72.2_219048;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
OTU_48564;barcodelabel=2_3	0	0	0	1	0	0	0	0	0	0	0	1
75.2_429466;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
77_95899;barcodelabel=Ferrihydrite	0	0	0	0	1	0	0	0	0	0	0	0
OTU_48380;barcodelabel=2_6	0	0	1	0	0	0	0	0	0	0	0	0
28_36629;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
28_28971;barcodelabel=Ferrihydrite	0	0	0	0	1	0	0	0	0	0	0	0
OTU_50147;barcodelabel=2_9	0	1	0	0	0	0	0	0	0	0	1	0
75.2_316094;barcodelabel=Kaolinite	0	0	0	0	0	0	0	0	1	0	0	0
OTU_4999;barcodelabel=1_6	0	0	0	0	0	0	0	0	0	1	0	0
