Season,Week,OTU,Domain,Phylum,Class,Order,Family,Genus,rhizo_enriched,rhizo_depleted,pvals_adj.adj...1.,pvals_adj.adj...2.,P
2,12,OTU_1502,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,0,1,0.002902645,0.011790649,1
2,12,OTU_48322,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,0,1,0.003043734,0.012264292,1
2,12,OTU_32570,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,0,1,0.003408954,0.01322513,1
2,12,OTU_33765,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,0,1,0.00342805,0.01322513,1
2,12,OTU_5502,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,0,1,0.003768202,0.014316562,1
2,12,OTU_159154,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,0,1,0.00668185,0.022470661,1
2,12,OTU_196180,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,0,1,0.009010035,0.028469119,1
2,12,OTU_81831,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,0,1,0.009745556,0.030399491,1
2,12,OTU_37919,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,0,1,0.014631843,0.041947165,1
2,12,OTU_125706,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,0,1,0.017161825,0.048009386,1
2,12,OTU_176958,Bacteria,Verrucomicrobia,Spartobacteria,Unclassified,Unclassified,Spartobacteria_genera_incertae_sedis,0,1,1.91E-06,3.97E-05,1
2,12,OTU_44433,Bacteria,Verrucomicrobia,Spartobacteria,Unclassified,Unclassified,Spartobacteria_genera_incertae_sedis,0,1,8.93E-06,0.000140053,1
2,12,OTU_34014,Bacteria,Verrucomicrobia,Spartobacteria,Unclassified,Unclassified,Spartobacteria_genera_incertae_sedis,0,1,0.000439782,0.002815629,1
2,12,OTU_108514,Bacteria,Verrucomicrobia,Spartobacteria,Unclassified,Unclassified,Spartobacteria_genera_incertae_sedis,0,1,0.000442352,0.002815665,1
2,12,OTU_124018,Bacteria,Verrucomicrobia,Spartobacteria,Unclassified,Unclassified,Spartobacteria_genera_incertae_sedis,0,1,0.001988664,0.008822436,1
2,12,OTU_158580,Bacteria,Verrucomicrobia,Spartobacteria,Unclassified,Unclassified,Spartobacteria_genera_incertae_sedis,0,1,0.002008573,0.008892797,1
2,12,OTU_8835,Bacteria,Verrucomicrobia,Spartobacteria,Unclassified,Unclassified,Spartobacteria_genera_incertae_sedis,0,1,0.00440821,0.016023315,1
2,12,OTU_362541,Bacteria,Verrucomicrobia,Spartobacteria,Unclassified,Unclassified,Spartobacteria_genera_incertae_sedis,0,1,0.004749968,0.016878527,1
2,12,OTU_223750,Bacteria,Verrucomicrobia,Spartobacteria,Unclassified,Unclassified,Spartobacteria_genera_incertae_sedis,0,1,0.005061748,0.017756548,1
2,12,OTU_104133,Bacteria,Verrucomicrobia,Spartobacteria,Unclassified,Unclassified,Spartobacteria_genera_incertae_sedis,0,1,0.00538368,0.018618208,1
2,12,OTU_150012,Bacteria,Verrucomicrobia,Spartobacteria,Unclassified,Unclassified,Spartobacteria_genera_incertae_sedis,0,1,0.006842288,0.022870115,1
2,12,OTU_242526,Bacteria,Verrucomicrobia,Spartobacteria,Unclassified,Unclassified,Spartobacteria_genera_incertae_sedis,0,1,0.009566726,0.029926682,1
2,12,OTU_113704,Bacteria,Verrucomicrobia,Spartobacteria,Unclassified,Unclassified,Spartobacteria_genera_incertae_sedis,0,1,0.014390212,0.041471005,1
2,12,OTU_92484,Bacteria,Verrucomicrobia,Subdivision3,Unclassified,Unclassified,Subdivision3_genera_incertae_sedis,0,1,3.33E-05,0.000390738,1
2,12,OTU_111291,Bacteria,Verrucomicrobia,Subdivision3,Unclassified,Unclassified,Subdivision3_genera_incertae_sedis,0,1,4.32E-05,0.000478915,1
2,12,OTU_151932,Bacteria,Verrucomicrobia,Subdivision3,Unclassified,Unclassified,Subdivision3_genera_incertae_sedis,0,1,7.53E-05,0.000751464,1
2,12,OTU_230996,Bacteria,Verrucomicrobia,Subdivision3,Unclassified,Unclassified,Subdivision3_genera_incertae_sedis,0,1,0.000102206,0.000959165,1
2,12,OTU_92871,Bacteria,Verrucomicrobia,Subdivision3,Unclassified,Unclassified,Subdivision3_genera_incertae_sedis,0,1,0.000148528,0.001284122,1
2,12,OTU_14511,Bacteria,Verrucomicrobia,Subdivision3,Unclassified,Unclassified,Subdivision3_genera_incertae_sedis,0,1,0.000171057,0.001415311,1
2,12,OTU_132642,Bacteria,Verrucomicrobia,Subdivision3,Unclassified,Unclassified,Subdivision3_genera_incertae_sedis,0,1,0.000424366,0.002757125,1
2,12,OTU_32560,Bacteria,Verrucomicrobia,Subdivision3,Unclassified,Unclassified,Subdivision3_genera_incertae_sedis,0,1,0.00042754,0.002769548,1
2,12,OTU_93923,Bacteria,Verrucomicrobia,Subdivision3,Unclassified,Unclassified,Subdivision3_genera_incertae_sedis,0,1,0.000638758,0.003760624,1
2,12,OTU_367053,Bacteria,Verrucomicrobia,Subdivision3,Unclassified,Unclassified,Subdivision3_genera_incertae_sedis,0,1,0.002675557,0.011065017,1
2,12,OTU_14006,Bacteria,Verrucomicrobia,Subdivision3,Unclassified,Unclassified,Subdivision3_genera_incertae_sedis,0,1,0.002925733,0.011854079,1
2,12,OTU_94638,Bacteria,Verrucomicrobia,Subdivision3,Unclassified,Unclassified,Subdivision3_genera_incertae_sedis,0,1,0.00310171,0.012406839,1
2,12,OTU_1269,Bacteria,Verrucomicrobia,Subdivision3,Unclassified,Unclassified,Subdivision3_genera_incertae_sedis,0,1,0.004254453,0.01564411,1
2,12,OTU_132962,Bacteria,Verrucomicrobia,Subdivision3,Unclassified,Unclassified,Subdivision3_genera_incertae_sedis,0,1,0.006695764,0.022483025,1
2,12,OTU_15625,Bacteria,Verrucomicrobia,Subdivision3,Unclassified,Unclassified,Subdivision3_genera_incertae_sedis,0,1,0.013008045,0.038365882,1
2,9,OTU_4672,Bacteria,Acidobacteria,Acidobacteria_Gp1,Unclassified,Unclassified,Edaphobacter,1,0,2.54E-09,2.34E-07,1
2,9,OTU_70195,Bacteria,Acidobacteria,Acidobacteria_Gp1,Unclassified,Unclassified,Edaphobacter,1,0,6.45E-08,3.12E-06,1
2,9,OTU_7765,Bacteria,Acidobacteria,Acidobacteria_Gp1,Unclassified,Unclassified,Terriglobus,1,0,2.01E-07,7.55E-06,1
2,9,OTU_226052,Bacteria,Acidobacteria,Acidobacteria_Gp1,Unclassified,Unclassified,Edaphobacter,1,0,5.84E-05,0.000675536,1
2,9,OTU_182046,Bacteria,Acidobacteria,Acidobacteria_Gp1,Unclassified,Unclassified,Gp1,1,0,0.000109969,0.001102536,1
2,9,OTU_246352,Bacteria,Acidobacteria,Acidobacteria_Gp1,Unclassified,Unclassified,Gp1,1,0,0.003702232,0.015917543,1
2,9,OTU_18471,Bacteria,Acidobacteria,Acidobacteria_Gp1,Unclassified,Unclassified,Gp1,1,0,0.007938586,0.029309763,1
2,9,OTU_8165,Bacteria,Acidobacteria,Acidobacteria_Gp4,Unclassified,Unclassified,Gp4,1,0,0.003444835,0.014976983,1
2,9,OTU_144629,Bacteria,Acidobacteria,Acidobacteria_Gp6,Unclassified,Unclassified,Gp6,1,0,0.000809648,0.005021979,1
2,9,OTU_129177,Bacteria,Acidobacteria,Acidobacteria_Gp6,Unclassified,Unclassified,Gp6,1,0,0.005696372,0.022193903,1
2,9,OTU_287934,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,1,0,3.59E-11,6.57E-09,1
2,9,OTU_139712,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Unclassified,1,0,1.19E-08,8.36E-07,1
2,9,OTU_223410,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Unclassified,1,0,2.74E-08,1.59E-06,1
2,9,OTU_1184,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,1,0,1.91E-07,7.27E-06,1
2,9,OTU_129149,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptacidiphilus,1,0,7.45E-07,2.29E-05,1
2,9,OTU_91944,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,1,0,2.04E-06,5.04E-05,1
2,9,OTU_305042,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Catenulisporaceae,Catenulispora,1,0,8.43E-06,0.000152447,1
2,9,OTU_20005,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Catenulisporaceae,Catenulispora,1,0,1.77E-05,0.000277,1
2,9,OTU_41499,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Aeromicrobium,1,0,3.05E-05,0.000421786,1
2,9,OTU_2178,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiales,Unclassified,Unclassified,1,0,3.15E-05,0.000431266,1
2,9,OTU_62125,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Kribbella,1,0,4.95E-05,0.000605693,1
2,9,OTU_208928,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Lentzea,1,0,5.25E-05,0.000626727,1
2,9,OTU_305520,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptosporangiaceae,Nonomuraea,1,0,5.78E-05,0.000672627,1
2,9,OTU_68220,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Unclassified,Unclassified,1,0,5.87E-05,0.000675536,1
2,9,OTU_98626,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Unclassified,1,0,7.57E-05,0.000814872,1
2,9,OTU_91526,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Catenulisporaceae,Catenulispora,1,0,7.96E-05,0.00084827,1
2,9,OTU_2192,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,1,0,8.78E-05,0.000915392,1
2,9,OTU_222787,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,1,0,0.00010698,0.001081891,1
2,9,OTU_169422,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Unclassified,1,0,0.000126706,0.001227988,1
2,9,OTU_200430,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Amycolatopsis,1,0,0.000129046,0.001240333,1
2,9,OTU_51743,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Actinosynnema,1,0,0.000249501,0.00207951,1
2,9,OTU_56179,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Unclassified,1,0,0.000369635,0.002812459,1
2,9,OTU_118944,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,1,0,0.000511307,0.003582232,1
2,9,OTU_39935,Bacteria,Actinobacteria,Actinobacteria,Solirubrobacterales,Conexibacteraceae,Conexibacter,1,0,0.000634538,0.00421696,1
2,9,OTU_34427,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptosporangiaceae,Nonomuraea,1,0,0.000699809,0.004546806,1
2,9,OTU_351171,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptosporangiaceae,Nonomuraea,1,0,0.000706941,0.004580346,1
2,9,OTU_43804,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,1,0,0.000731168,0.004673747,1
2,9,OTU_139229,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Kribbella,1,0,0.000759962,0.004829704,1
2,9,OTU_83360,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptacidiphilus,1,0,0.001079969,0.006311842,1
2,9,OTU_40879,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,Phycicoccus,1,0,0.001411771,0.007695849,1
2,9,OTU_46113,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Kutzneria,1,0,0.001618881,0.008386455,1
2,9,OTU_200764,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Unclassified,1,0,0.001733039,0.00885945,1
2,9,OTU_25160,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,1,0,0.001782496,0.009072399,1
2,9,OTU_34573,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,1,0,0.001792772,0.009104779,1
2,9,OTU_15559,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,1,0,0.001838491,0.009256125,1
2,9,OTU_245753,Bacteria,Actinobacteria,Actinobacteria,Solirubrobacterales,Conexibacteraceae,Conexibacter,1,0,0.001923816,0.009602568,1
2,9,OTU_262218,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Unclassified,1,0,0.002085847,0.010284587,1
2,9,OTU_48236,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Unclassified,1,0,0.002153721,0.010438139,1
2,9,OTU_2074,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiales,Unclassified,Unclassified,1,0,0.002230409,0.010652837,1
2,9,OTU_35603,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,1,0,0.002230409,0.010652837,1
2,9,OTU_52570,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Unclassified,Unclassified,1,0,0.003968414,0.016721976,1
2,9,OTU_43652,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,1,0,0.00456113,0.018580015,1
2,9,OTU_364762,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Saccharothrix,1,0,0.006765969,0.025589663,1
2,9,OTU_2095,Bacteria,Actinobacteria,Actinobacteria,Unclassified,Unclassified,Unclassified,1,0,0.008478105,0.030790216,1
2,9,OTU_849,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,1,0,0.0089636,0.031977507,1
2,9,OTU_124776,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,1,0,0.009058349,0.032266035,1
2,9,OTU_52270,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Leifsonia,1,0,0.012169026,0.040609977,1
2,9,OTU_34032,Bacteria,Armatimonadetes,Unclassified,Unclassified,Unclassified,Armatimonadetes_gp5,1,0,9.11E-05,0.000940922,1
2,9,OTU_41669,Bacteria,Armatimonadetes,Unclassified,Unclassified,Unclassified,Armatimonadetes_gp5,1,0,0.005233564,0.02074537,1
2,9,OTU_228722,Bacteria,Armatimonadetes,Unclassified,Unclassified,Unclassified,Armatimonadetes_gp4,1,0,0.011877602,0.039751513,1
2,9,OTU_51463,Bacteria,Armatimonadetes,Unclassified,Unclassified,Unclassified,Armatimonadetes_gp5,1,0,0.01397083,0.044822276,1
2,9,OTU_33434,Bacteria,Bacteroidetes,Bacteroidetes_incertae_sedis,Unclassified,Unclassified,Ohtaekwangia,1,0,6.31E-05,0.00070911,1
2,9,OTU_35836,Bacteria,Bacteroidetes,Bacteroidetes_incertae_sedis,Unclassified,Unclassified,Ohtaekwangia,1,0,0.002728234,0.012516511,1
2,9,OTU_40438,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,1,0,2.24E-10,3.48E-08,1
2,9,OTU_55175,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,Chitinophaga,1,0,5.02E-10,6.86E-08,1
2,9,OTU_168205,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,1,0,9.38E-10,1.16E-07,1
2,9,OTU_32712,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,Chitinophaga,1,0,1.00E-09,1.16E-07,1
2,9,OTU_82449,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,Niastella,1,0,1.14E-08,8.29E-07,1
2,9,OTU_32423,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,Chitinophaga,1,0,7.84E-08,3.51E-06,1
2,9,OTU_226836,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,1,0,1.54E-07,6.28E-06,1
2,9,OTU_49607,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,Niastella,1,0,1.57E-07,6.29E-06,1
2,9,OTU_44821,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,Unclassified,1,0,1.43E-06,3.86E-05,1
2,9,OTU_55320,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,Flavihumibacter,1,0,3.76E-06,8.24E-05,1
2,9,OTU_100822,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,Unclassified,1,0,3.90E-06,8.39E-05,1
2,9,OTU_73506,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Cytophagaceae,Dyadobacter,1,0,4.32E-06,9.04E-05,1
2,9,OTU_14085,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,Niastella,1,0,5.10E-06,0.000103985,1
2,9,OTU_32609,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,1,0,7.78E-06,0.000145963,1
2,9,OTU_33258,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,Flavisolibacter,1,0,1.09E-05,0.000190012,1
2,9,OTU_57505,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,Niabella,1,0,1.12E-05,0.000193791,1
2,9,OTU_35020,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,1,0,1.17E-05,0.000196454,1
2,9,OTU_39784,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,1,0,1.60E-05,0.000251883,1
2,9,OTU_39473,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,Flavisolibacter,1,0,4.80E-05,0.000596536,1
2,9,OTU_24396,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,Flavisolibacter,1,0,0.000155258,0.001410666,1
2,9,OTU_364782,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,1,0,0.00023062,0.001950622,1
2,9,OTU_195193,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Cytophagaceae,Dyadobacter,1,0,0.00029747,0.002369573,1
2,9,OTU_337277,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,Unclassified,1,0,0.000318346,0.0024765,1
2,9,OTU_193433,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,Unclassified,1,0,0.00040047,0.002948457,1
2,9,OTU_33523,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,1,0,0.000458958,0.003282876,1
2,9,OTU_104779,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Unclassified,Unclassified,1,0,0.000552966,0.003771843,1
2,9,OTU_35926,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,Niastella,1,0,0.000581491,0.003920302,1
2,9,OTU_38265,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,Niastella,1,0,0.000731403,0.004673747,1
2,9,OTU_36452,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Unclassified,Unclassified,1,0,0.000807352,0.005021123,1
2,9,OTU_280095,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,Unclassified,1,0,0.001028141,0.006131941,1
2,9,OTU_45657,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,Unclassified,1,0,0.001363978,0.007565147,1
2,9,OTU_35413,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,Unclassified,1,0,0.001590193,0.008311886,1
2,9,OTU_159737,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,Niastella,1,0,0.00172261,0.008825532,1
2,9,OTU_32499,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,Terrimonas,1,0,0.003142984,0.014004943,1
2,9,OTU_303052,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,1,0,0.004773198,0.019275103,1
2,9,OTU_122591,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,1,0,0.00577902,0.022403334,1
2,9,OTU_42468,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Saprospiraceae,Haliscomenobacter,1,0,0.006885845,0.025916629,1
2,9,OTU_37482,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,Niabella,1,0,0.00920319,0.032716598,1
2,9,OTU_50147,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Unclassified,Unclassified,1,0,0.010793826,0.036701665,1
2,9,OTU_48448,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,Flavitalea,1,0,0.013861748,0.044781148,1
2,9,OTU_193015,Bacteria,Bacteroidetes,Unclassified,Unclassified,Unclassified,Unclassified,1,0,1.28E-05,0.000210916,1
2,9,OTU_37623,Bacteria,Bacteroidetes,Unclassified,Unclassified,Unclassified,Unclassified,1,0,0.000256716,0.002109968,1
2,9,OTU_33769,Bacteria,Bacteroidetes,Unclassified,Unclassified,Unclassified,Unclassified,1,0,0.008861766,0.031760352,1
2,9,OTU_245289,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Unclassified,Chloroplast,Streptophyta,1,0,1.18E-05,0.000197348,1
2,9,OTU_35841,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Unclassified,Chloroplast,Chlorophyta,1,0,1.40E-05,0.000222658,1
2,9,OTU_360067,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Unclassified,Chloroplast,Chlorophyta,1,0,2.84E-05,0.000398566,1
2,9,OTU_33993,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Unclassified,Chloroplast,Streptophyta,1,0,6.42E-05,0.000718169,1
2,9,OTU_35512,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Unclassified,Chloroplast,Bacillariophyta,1,0,0.000113126,0.001126046,1
2,9,OTU_38799,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Unclassified,Chloroplast,Chlorophyta,1,0,0.000122114,0.001193438,1
2,9,OTU_164896,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Unclassified,Chloroplast,Streptophyta,1,0,0.000406616,0.002980033,1
2,9,OTU_34313,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Unclassified,Chloroplast,Streptophyta,1,0,0.00046527,0.003299444,1
2,9,OTU_24841,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Unclassified,Chloroplast,Chlorophyta,1,0,0.001828418,0.009225378,1
2,9,OTU_2294,Bacteria,Cyanobacteria/Chloroplast,Unclassified,Unclassified,Unclassified,Unclassified,1,0,1.19E-05,0.000197744,1
2,9,OTU_403601,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae 1,Shimazuella,1,0,4.24E-06,8.97E-05,1
2,9,OTU_48579,Bacteria,Firmicutes,Bacilli,Bacillales,Pasteuriaceae,Pasteuria,1,0,0.013663743,0.044505722,1
2,9,OTU_41069,Bacteria,Firmicutes,Unclassified,Unclassified,Unclassified,Unclassified,1,0,0.000279056,0.002269522,1
2,9,OTU_2014,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,1,0,0.006442512,0.024606377,1
2,9,OTU_22096,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,1,0,0.007916716,0.029275487,1
2,9,OTU_41683,Bacteria,Planctomycetes,Unclassified,Unclassified,Unclassified,Unclassified,1,0,0.006828709,0.025743237,1
2,9,OTU_13989,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,1,0,2.15E-13,3.87E-10,1
2,9,OTU_175932,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,1,0,3.32E-13,3.87E-10,1
2,9,OTU_221337,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,1,0,2.11E-12,1.39E-09,1
2,9,OTU_278474,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,1,0,5.78E-12,2.69E-09,1
2,9,OTU_259505,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,1,0,7.68E-12,2.98E-09,1
2,9,OTU_380046,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,1,0,1.34E-11,4.47E-09,1
2,9,OTU_113638,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,1,0,1.75E-11,4.99E-09,1
2,9,OTU_295761,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Inquilinus,1,0,2.33E-11,5.28E-09,1
2,9,OTU_234538,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,1,0,2.50E-11,5.28E-09,1
2,9,OTU_258512,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,1,0,3.67E-11,6.57E-09,1
2,9,OTU_40843,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,1,0,5.09E-11,8.45E-09,1
2,9,OTU_231958,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,1,0,2.61E-10,3.80E-08,1
2,9,OTU_279003,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,1,0,1.24E-09,1.34E-07,1
2,9,OTU_3425,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,1,0,1.27E-09,1.34E-07,1
2,9,OTU_236061,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,1,0,1.61E-09,1.63E-07,1
2,9,OTU_222814,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,1,0,1.86E-09,1.80E-07,1
2,9,OTU_34259,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,1,0,2.61E-09,2.34E-07,1
